Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
148	1	. 8 inci maddenin ikinci fıkrasına , 13 üncü maddenin	<<< bir ve ikinci >>>	fıkralarına , 14 üncü maddenin birinci fıkrasına , 15 inci	._Punc 8_Num inci_Noun maddenin_Noun ikinci_Adj fıkrasına_Noun ,_Punc 13_Num üncü_Noun maddenin_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkralarına_Noun ,_Punc 14_Num üncü_Noun maddenin_Noun birinci_Adj fıkrasına_Noun ,_Punc 15_Num inci_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=147&uT=y	184133489	184133491
149	1	maddenin ; a ) Birinci fıkrasında düzenlenen 12 nci maddenin	<<< bir ve ikinci >>>	fıkralarına aykırılık halinde öngörülen cezalar belediye encümenlerince , b )	maddenin_Noun ;_Punc a_Interj )_Punc Birinci_Adj fıkrasında_Noun düzenlenen_Verb 12_Num nci_Undef maddenin_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkralarına_Noun aykırılık_Adj halinde_Noun öngörülen_Verb cezalar_Noun belediye_Noun encümenlerince_Noun ,_Punc b_Undef )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=148&uT=y	184133938	184133940
150	1	500 hektardan az olmamak üzere dönüşüm alanları kararını kesinleştiren idarelerden	<<< bir ve ikinci >>>	derece deprem bölgelerinde genel bütçe gelirleri üzerinden yüzde 10 ,	500_Num hektardan_Noun az_Adj olmamak_Verb üzere_Postp dönüşüm_Noun alanları_Noun kararını_Noun kesinleştiren_Adj idarelerden_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	derece_Noun deprem_Noun bölgelerinde_Noun genel_Adj bütçe_Noun gelirleri_Noun üzerinden_Noun yüzde_Adj 10_Num ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=149&uT=y	185170227	185170229
151	1	— Üniversite arşivinde yapılacak ayıklama ve imha işlemleri bu Yönetmeliğin	<<< dört ve beşinci >>>	kısmındaki hükümlere göre yapılır . Bu Yönetmeliğin 21 inci maddesinde	—_Punc Üniversite_Noun arşivinde_Noun yapılacak_Verb ayıklama_Verb ve_Conj imha_Noun işlemleri_Noun bu_Det Yönetmeliğin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	kısmındaki_Noun hükümlere_Noun göre_Postp yapılır_Verb ._Punc Bu_Det Yönetmeliğin_Noun 21_Num inci_Noun maddesinde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=150&uT=y	185840062	185840064
152	1	— Üniversite arşivinde yapılacak ayıklama ve imha işlemleri bu Yönetmeliğin	<<< dört ve beşinci >>>	kısmındaki hükümlere göre yapılır . Bu Yönetmeliğin 21 inci maddesinde	—_Punc Üniversite_Noun arşivinde_Noun yapılacak_Verb ayıklama_Verb ve_Conj imha_Noun işlemleri_Noun bu_Det Yönetmeliğin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	kısmındaki_Noun hükümlere_Noun göre_Postp yapılır_Verb ._Punc Bu_Det Yönetmeliğin_Noun 21_Num inci_Noun maddesinde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=151&uT=y	185943131	185943133
153	1	gizli oyla yapılacak . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranacak . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılacak_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranacak_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=152&uT=y	186099275	186099277
154	1	gizli oyla yapılacak . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranacak . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılacak_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranacak_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=153&uT=y	186108178	186108180
155	1	, belleğimiz yardımıyla adım adım kavrama yaklaşırız . Kavram ,	<<< bir ve ikinci >>>	dün ya üstünde üçüncü dünyada durur . Birinci ve ikinci	,_Punc belleğimiz_Noun yardımıyla_Noun adım_Noun adım_Noun kavrama_Noun yaklaşırız_Verb ._Punc Kavram_Noun ,_Punc	<<< bir_Det ve_Conj ikinci_Adj >>>	dün_Noun ya_Conj üstünde_Noun üçüncü_Adj dünyada_Noun durur_Verb ._Punc Birinci_Adj ve_Conj ikinci_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=154&uT=y	186575546	186575548
156	1	görevinin ve hizmet ilişkisinin sağladığı nüfuz kötüye kullanılarak , bir	<<< iki ve üçüncü >>>	derecede kan ve kayın hısımlığı ilişkisi içinde bulunan bir kişiye	görevinin_Noun ve_Conj hizmet_Noun ilişkisinin_Noun sağladığı_Verb nüfuz_Noun kötüye_Adj kullanılarak_Verb ,_Punc bir_Det	<<< iki_Adj ve_Conj üçüncü_Adj >>>	derecede_Noun kan_Noun ve_Conj kayın_Adj hısımlığı_Noun ilişkisi_Noun içinde_Noun bulunan_Verb bir_Det kişiye_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=155&uT=y	187096141	187096143
157	1	revision 11209 ) ) . Beşinci ve altıncı alanlarda yeniden	<<< bir ve ikinci >>>	dosya adı ... Yedinci ve sekizinciler ise birinci ve ikinci	revision_Undef 11209_Num )_Punc )_Punc ._Punc Beşinci_Adj ve_Conj altıncı_Adj alanlarda_Noun yeniden_Adv	<<< bir_Det ve_Conj ikinci_Adj >>>	dosya_Noun adı_Noun ..._Punc Yedinci_Adj ve_Conj sekizinciler_Adj ise_Verb birinci_Adj ve_Conj ikinci_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=156&uT=y	188168122	188168124
158	1	hesabının bulunduğu bankaya gönderilir . Birinci nüsha alıkonulduktan sonra ,	<<< iki ve üçüncü >>>	nüshalar onaylanarak alındıyı teşkil eden üçüncü nüsha veznedarla , ikinci	hesabının_Noun bulunduğu_Verb bankaya_Noun gönderilir_Verb ._Punc Birinci_Adj nüsha_Noun alıkonulduktan_Verb sonra_Postp ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	nüshalar_Noun onaylanarak_Verb alındıyı_Noun teşkil_Noun eden_Verb üçüncü_Adj nüsha_Noun veznedarla_Noun ,_Punc ikinci_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=157&uT=y	188849834	188849836
159	1	mükellef nüshası parayı teslim edene verilir , … kurum yazılı	<<< iki ve üçüncü >>>	nüshaları vergi tahsil alındıları , günlük icmal cetveli ekinde en	mükellef_Adj nüshası_Noun parayı_Noun teslim_Noun edene_Verb verilir_Verb ,_Punc …_Undef kurum_Noun yazılı_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	nüshaları_Noun vergi_Noun tahsil_Noun alındıları_Noun ,_Punc günlük_Adj icmal_Noun cetveli_Noun ekinde_Noun en_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=158&uT=y	188851565	188851567
160	1	eden günün sonuna kadar ilgili kuruma gönderilir , banka yazılı	<<< dört ve beşinci >>>	nüshaları ise bankada kalır . Bankalarca vergi tahsil alındısının düzenlenmesi	eden_Verb günün_Noun sonuna_Noun kadar_Postp ilgili_Noun kuruma_Noun gönderilir_Verb ,_Punc banka_Noun yazılı_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	nüshaları_Noun ise_Verb bankada_Noun kalır_Verb ._Punc Bankalarca_Noun vergi_Noun tahsil_Noun alındısının_Noun düzenlenmesi_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=159&uT=y	188851591	188851593
161	1	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=160&uT=y	191990517	191990519
162	1	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=161&uT=y	196057249	196057251
163	1	ve anılmaya değer yararı olmayan , kendilerinin veya şubelerinin azaları	<<< bir ve ikinci >>>	fıkralar gereğince dava açma hakkını haiz oldukları takdirde cümlesi Tasarı’ya	ve_Conj anılmaya_Verb değer_Noun yararı_Noun olmayan_Verb ,_Punc kendilerinin_Pron veya_Conj şubelerinin_Noun azaları_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkralar_Noun gereğince_Adv dava_Noun açma_Verb hakkını_Noun haiz_Adj oldukları_Verb takdirde_Postp cümlesi_Noun Tasarı’ya_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=162&uT=y	198407606	198407608
164	1	. MADDE 954. - 6762 sayılı Kanunun 839 uncu maddesinden	<<< bir ve üçüncü >>>	fıkralar aynen , ikinci fıkra değiştirilerek alınmıştır . Bir yerde	._Punc MADDE_Noun 954._Num -_Punc 6762_Num sayılı_Adj Kanunun_Noun 839_Num uncu_Noun maddesinden_Noun	<<< bir_Det ve_Conj üçüncü_Adj >>>	fıkralar_Noun aynen_Adv ,_Punc ikinci_Adj fıkra_Noun değiştirilerek_Verb alınmıştır_Verb ._Punc Bir_Det yerde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=163&uT=y	198515811	198515813
165	1	resimlemeler öğrenmeyi hızlandırır , kötü resimlemeler öğrenmeyi yavaşlatır . Özellikle	<<< bir ve ikinci >>>	sınıflarda iyi resimlenmiş kitaplar öğrenme hızı daha artmaktadır . Ders	resimlemeler_Verb öğrenmeyi_Verb hızlandırır_Noun ,_Punc kötü_Adj resimlemeler_Verb öğrenmeyi_Verb yavaşlatır_Verb ._Punc Özellikle_Adv	<<< bir_Det ve_Conj ikinci_Adj >>>	sınıflarda_Noun iyi_Adj resimlenmiş_Noun kitaplar_Noun öğrenme_Verb hızı_Noun daha_Adv artmaktadır_Verb ._Punc Ders_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=164&uT=y	199940486	199940488
166	1	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=165&uT=y	202040806	202040808
167	1	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=166&uT=y	205648439	205648441
168	1	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=167&uT=y	209879984	209879986
169	1	şampiyonalarında ( 1. takım Şampiyon Kulüpler Kupası , iki ,	<<< üç ve dördüncü >>>	takımlar Koraç Kupası ) Türkiye’yi temsil ederler . TÜRKİYE BASKETBOL	şampiyonalarında_Noun (_Punc 1._Num takım_Noun Şampiyon_Noun Kulüpler_Noun Kupası_Noun ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	takımlar_Noun Koraç_Noun Kupası_Noun )_Punc Türkiye’yi_Noun temsil_Noun ederler_Verb ._Punc TÜRKİYE_Noun BASKETBOL_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=168&uT=y	213258460	213258462
170	1	birinci sırada adaylığını kabul edeceğimizi diğer yerlerde ise onların adaylarının	<<< iki ve üçüncü >>>	sırada konulabileceğini önerdim . Sanırım önümüzdeki seçimlerde bu iki partiden	birinci_Adj sırada_Noun adaylığını_Noun kabul_Noun edeceğimizi_Verb diğer_Adj yerlerde_Noun ise_Verb onların_Pron adaylarının_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sırada_Noun konulabileceğini_Verb önerdim_Verb ._Punc Sanırım_Verb önümüzdeki_Noun seçimlerde_Noun bu_Det iki_Adj partiden_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=169&uT=y	214914355	214914357
171	1	olan Devlet Memurları ve diğer Kamu Görevlileri , Dört ,	<<< beş ve altıncı >>>	maddelerde belirtilenlerden emeklilik veya çekilme sebepleriyle vazifelerinden ayrılmış bulunanlar ,	olan_Verb Devlet_Noun Memurları_Noun ve_Conj diğer_Adj Kamu_Noun Görevlileri_Noun ,_Punc Dört_Adj ,_Punc	<<< beş_Adj ve_Conj altıncı_Adj >>>	maddelerde_Noun belirtilenlerden_Verb emeklilik_Noun veya_Conj çekilme_Verb sebepleriyle_Noun vazifelerinden_Noun ayrılmış_Verb bulunanlar_Verb ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=170&uT=y	215573728	215573730
172	1	konulan İstanbul Vilayeti ve Emniyeti Umumiye Müdüriyeti Teşkilatına dair kanunun	<<< dört ve beşinci >>>	maddeleri değiştirilmiş , Emniyeti Umumiye Müdüriyeti ile İstanbul Valiliği arasında	konulan_Verb İstanbul_Noun Vilayeti_Noun ve_Conj Emniyeti_Noun Umumiye_Adj Müdüriyeti_Noun Teşkilatına_Noun dair_Postp kanunun_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	maddeleri_Noun değiştirilmiş_Verb ,_Punc Emniyeti_Noun Umumiye_Adj Müdüriyeti_Noun ile_Postp İstanbul_Noun Valiliği_Noun arasında_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=171&uT=y	215651247	215651249
173	1	girse bile resen takip olunur . Bu Kanunun 3’üncü maddesinin	<<< dört ve beşinci >>>	fıkraları ile 5 ve 6 ıncı maddeleri hükümlerine aykırı hareket	girse_Verb bile_Adv resen_Adv takip_Noun olunur_Verb ._Punc Bu_Det Kanunun_Noun 3’üncü_Num maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 5_Num ve_Conj 6_Num ıncı_Undef maddeleri_Noun hükümlerine_Noun aykırı_Adj hareket_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=172&uT=y	219033066	219033068
174	1	gizli oyla yapılır . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranır . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılır_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranır_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=173&uT=y	219138265	219138267
175	1	gizli oyla yapılır . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranır . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılır_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranır_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=174&uT=y	219457866	219457868
176	1	sırayı alan takımlar bir üst tura çıkmaya hak kazanırken ,	<<< dört ve beşinci >>>	sıralarda kalanlarsa Avrupa'ya bu sezon için veda ettiler . .	sırayı_Noun alan_Verb takımlar_Noun bir_Det üst_Noun tura_Noun çıkmaya_Verb hak_Noun kazanırken_Verb ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	sıralarda_Noun kalanlarsa_Noun Avrupa'ya_Noun bu_Det sezon_Noun için_Postp veda_Noun ettiler_Verb ._Punc ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=175&uT=y	220225628	220225630
177	1	sırayı alan takımlar bir üst tura çıkmaya hak kazanırken ,	<<< dört ve beşinci >>>	sıralarda kalanlarsa Avrupa'ya bu sezon için veda ettiler . .	sırayı_Noun alan_Verb takımlar_Noun bir_Det üst_Noun tura_Noun çıkmaya_Verb hak_Noun kazanırken_Verb ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	sıralarda_Noun kalanlarsa_Noun Avrupa'ya_Noun bu_Det sezon_Noun için_Postp veda_Noun ettiler_Verb ._Punc ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=176&uT=y	220435001	220435003
178	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=177&uT=y	222648253	222648255
179	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=178&uT=y	222779089	222779091
180	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=179&uT=y	222779831	222779833
181	1	Kanununun 3 üncü maddesinin ( e ) fıkrasının bir ,	<<< iki ve beşinci >>>	bentlerinde belirtilen sosyal hizmet kuruluşlarını , ( 4 ) Evlât	Kanununun_Noun 3_Num üncü_Noun maddesinin_Noun (_Punc e_Interj )_Punc fıkrasının_Noun bir_Det ,_Punc	<<< iki_Adj ve_Conj beşinci_Adj >>>	bentlerinde_Noun belirtilen_Verb sosyal_Adj hizmet_Noun kuruluşlarını_Noun ,_Punc (_Punc 4_Num )_Punc Evlât_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=180&uT=y	223095448	223095450
182	1	Ama , yeterli görmediğimiz için hayır dedik . Biz ,	<<< üç ve dördüncü >>>	altı aylar için enflasyon oranında zam istedik . Çünkü ,	Ama_Conj ,_Punc yeterli_Adj görmediğimiz_Verb için_Postp hayır_Noun dedik_Verb ._Punc Biz_Pron ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylar_Noun için_Postp enflasyon_Noun oranında_Noun zam_Noun istedik_Verb ._Punc Çünkü_Conj ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=181&uT=y	224271253	224271255
183	1	müzakereye açıktır . Yüzde 10 artı enflasyon ... İki ,	<<< üç ve dördüncü >>>	altı aylık dilimlerde de yüzde 5 ilave zamlar talep ediyoruz	müzakereye_Noun açıktır_Adj ._Punc Yüzde_Adj 10_Num artı_Noun enflasyon_Noun ..._Punc İki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylık_Noun dilimlerde_Noun de_Conj yüzde_Adj 5_Num ilave_Noun zamlar_Noun talep_Noun ediyoruz_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=182&uT=y	224388487	224388489
184	1	sıfır zam , ikinci altı ay için yüzde 7 ,	<<< üç ve dördüncü >>>	aylar içinde yüzde 5 zam önerildi . Sosyal haklardaki artışın	sıfır_Noun zam_Noun ,_Punc ikinci_Adj altı_Adj ay_Noun için_Postp yüzde_Adj 7_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	aylar_Noun içinde_Noun yüzde_Adj 5_Num zam_Noun önerildi_Verb ._Punc Sosyal_Adj haklardaki_Noun artışın_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=183&uT=y	224396878	224396880
185	1	YTL fazla Kimine koltuk , kimine sıra ! Bir ,	<<< iki ve üçüncü >>>	sınıflarında ikişer etüt sınıfı bulunan okulun bir bölümü özel yemekhane	YTL_Noun fazla_Adj Kimine_Pron koltuk_Noun ,_Punc kimine_Pron sıra_Noun !_Punc Bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarında_Noun ikişer_Adj etüt_Noun sınıfı_Noun bulunan_Verb okulun_Noun bir_Det bölümü_Noun özel_Adj yemekhane_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=184&uT=y	228397978	228397980
